step	global-lle	local-lle	lle-ratio
8	-4.2582813094969607e-01	-1.6948475674071495e-01	+5.1268674841796225e-01
9	-5.6739654162468911e-01	-2.5211108328655363e-01	+6.3057091667627096e-01
29	-3.3272130466085073e+00	-1.3587240254572057e+00	+3.9369780423026031e+00
29	-3.3367805630521699e+00	-1.3613550924792137e+00	+3.9508509411459123e+00
17	-1.6487362480552794e+00	-7.7051474906430961e-01	+1.7564429979819396e+00
21	-2.3271705826105165e+00	-1.0522241878860856e+00	+2.5498927894488617e+00
30	-3.5427936945066203e+00	-1.4112500883742127e+00	+4.2630872122648151e+00
20	-2.1191571608091997e+00	-9.4178553582314972e-01	+2.3547432499720999e+00
4	+1.5125588686499070e-01	+2.2147388548319258e-01	+1.4043599723640376e-01
0	+1.7924526543146446e+00	+1.7924526543146446e+00	+0.0000000000000000e+00
0	+1.7811760344803895e+00	+1.7811760344803895e+00	+0.0000000000000000e+00
18	-1.7754591548974106e+00	-8.0287977785542952e-01	+1.9451587540839621e+00
65	-8.2651400935178572e+00	-2.3072442336276757e+00	+1.1915791719780362e+01
45	-5.6149974333613706e+00	-1.8904127939543518e+00	+7.4491692788140380e+00
0	+1.1810702168677401e+00	+1.1810702168677401e+00	+0.0000000000000000e+00
0	+2.1858048265950760e+00	+2.1858048265950760e+00	+0.0000000000000000e+00
0	+1.7799241478537047e+00	+1.7799241478537047e+00	+0.0000000000000000e+00
10	-6.5889857913111660e-01	-2.9572734110904975e-01	+7.2634247604413371e-01
51	-6.3515373158242170e+00	-2.0257096163242916e+00	+8.6516553989998499e+00
0	+2.1096176069353532e+00	+2.1096176069353532e+00	+0.0000000000000000e+00
0	+6.0707924135628621e-01	+6.0707924135628621e-01	+0.0000000000000000e+00
0	+1.4801772425747342e+00	+1.4801772425747342e+00	+0.0000000000000000e+00
0	+1.6749734320322065e+00	+1.6749734320322065e+00	+0.0000000000000000e+00
0	+8.9496054450711604e-01	+8.9496054450711604e-01	+0.0000000000000000e+00
0	+1.5174961643962288e+00	+1.5174961643962288e+00	+0.0000000000000000e+00
0	+8.6665841433545587e-01	+8.6665841433545587e-01	+0.0000000000000000e+00
6	-1.4270515073592938e-01	+3.1013048838139490e-02	+3.4743639914813773e-01
0	+1.4143608210812060e+00	+1.4143608210812060e+00	+0.0000000000000000e+00
0	+1.4240604332845181e+00	+1.4240604332845181e+00	+0.0000000000000000e+00
0	+1.4065630189394993e+00	+1.4065630189394993e+00	+0.0000000000000000e+00
0	+1.5641763017217503e+00	+1.5641763017217503e+00	+0.0000000000000000e+00
0	+1.5669046843389487e+00	+1.5669046843389487e+00	+0.0000000000000000e+00
0	+1.4470778039769088e+00	+1.4470778039769088e+00	+0.0000000000000000e+00
30	-3.4962910624060162e+00	-1.3825986813791880e+00	+4.2273847620536564e+00
0	+1.8190692393627235e+00	+1.8190692393627235e+00	+0.0000000000000000e+00
15	-1.4763155090301079e+00	-7.0082095722392346e-01	+1.5509891036123689e+00
0	+1.5819219353504792e+00	+1.5819219353504792e+00	+0.0000000000000000e+00
16	-1.6007249245329791e+00	-7.4483784291657429e-01	+1.7117741632328096e+00
13	-1.1566730409790842e+00	-5.8336993697860828e-01	+1.1466062080009518e+00
0	+1.3813774829509833e+00	+1.3813774829509833e+00	+0.0000000000000000e+00
0	+2.0505682269403716e+00	+2.0505682269403716e+00	+0.0000000000000000e+00
0	+2.0326786515407012e+00	+2.0326786515407012e+00	+0.0000000000000000e+00
0	+9.4456743079150707e-01	+9.4456743079150707e-01	+0.0000000000000000e+00
12	-1.0432933155986563e+00	-5.2143791748379087e-01	+1.0437107962297310e+00
0	+1.1598495789354599e+00	+1.1598495789354599e+00	+0.0000000000000000e+00
26	-2.9570630520431949e+00	-1.2478615310519539e+00	+3.4184030419824820e+00
5	-1.2084990378472860e-01	-2.0982695020159703e-03	+2.3750326856542525e-01
0	+2.1538165336166708e+00	+2.1538165336166708e+00	+0.0000000000000000e+00
0	+1.8846896823469907e+00	+1.8846896823469907e+00	+0.0000000000000000e+00
38	-4.6296136480706345e+00	-1.6518906051531148e+00	+5.9554460858350389e+00
9	-6.2980999713205099e-01	-2.8732296734062568e-01	+6.8497405958285063e-01
38	-4.5735731100979589e+00	-1.6718531838460595e+00	+5.8034398525037982e+00
0	+5.2034733733719607e-01	+5.2034733733719607e-01	+0.0000000000000000e+00
0	+1.8683666234670266e+00	+1.8683666234670266e+00	+0.0000000000000000e+00
22	-2.3938328378047511e+00	-1.0749141461927256e+00	+2.6378373832240509e+00
0	+1.9235981264733666e+00	+1.9235981264733666e+00	+0.0000000000000000e+00
9	-5.4881666907774784e-01	-2.4937051651856890e-01	+5.9889230511835789e-01
21	-2.3378686657821839e+00	-1.0491317066061572e+00	+2.5774739183520534e+00
0	+6.8777568350783413e-01	+6.8777568350783413e-01	+0.0000000000000000e+00
0	+1.2297077991039662e+00	+1.2297077991039662e+00	+0.0000000000000000e+00
0	+1.5151774712232009e+00	+1.5151774712232009e+00	+0.0000000000000000e+00
0	+1.1478469669843578e+00	+1.1478469669843578e+00	+0.0000000000000000e+00
0	+1.4507703487588404e+00	+1.4507703487588404e+00	+0.0000000000000000e+00
5	-9.2441431234124849e-02	+1.9197629282821982e-02	+2.2327812103389366e-01
15	-1.5203897544238969e+00	-7.3169951421780821e-01	+1.5773804804121774e+00
0	+1.9746016818227046e+00	+1.9746016818227046e+00	+0.0000000000000000e+00
8	-4.8919915181351081e-01	-2.2378098691221004e-01	+5.3083632980260154e-01
69	-8.8624142237896582e+00	-2.3969723693306961e+00	+1.2930883708917925e+01
0	+9.1151696699102791e-01	+9.1151696699102791e-01	+0.0000000000000000e+00
2	+3.1529697387315059e-01	+3.3291491347995450e-01	+3.5235879213607824e-02
0	+8.1474185783868425e-01	+8.1474185783868425e-01	+0.0000000000000000e+00
7	-2.8284334935765587e-01	-7.2821807280200268e-02	+4.2004308415491121e-01
18	-1.8548711520866790e+00	-8.8031824640509293e-01	+1.9491058113631721e+00
7	-3.7060554615685160e-01	-1.6545036625941067e-01	+4.1031035979488184e-01
0	+1.8863154346354813e+00	+1.8863154346354813e+00	+0.0000000000000000e+00
0	+2.1651840158610405e+00	+2.1651840158610405e+00	+0.0000000000000000e+00
0	+1.9848463928099009e+00	+1.9848463928099009e+00	+0.0000000000000000e+00
0	+8.0827839801620005e-01	+8.0827839801620005e-01	+0.0000000000000000e+00
19	-2.0322651437709722e+00	-9.3750763677201454e-01	+2.1895150139979154e+00
0	+6.1495316999140881e-01	+6.1495316999140881e-01	+0.0000000000000000e+00
0	+2.0088389342806190e+00	+2.0088389342806190e+00	+0.0000000000000000e+00
0	+1.9817375912254842e+00	+1.9817375912254842e+00	+0.0000000000000000e+00
0	+2.0076273481168103e+00	+2.0076273481168103e+00	+0.0000000000000000e+00
0	+1.5972640484566569e+00	+1.5972640484566569e+00	+0.0000000000000000e+00
0	+2.0425176410658534e+00	+2.0425176410658534e+00	+0.0000000000000000e+00
0	+1.4420630609368854e+00	+1.4420630609368854e+00	+0.0000000000000000e+00
0	+9.5718043635341710e-01	+9.5718043635341710e-01	+0.0000000000000000e+00
0	+1.8448092953990975e+00	+1.8448092953990975e+00	+0.0000000000000000e+00
0	+1.5499588240589832e+00	+1.5499588240589832e+00	+0.0000000000000000e+00
69	-8.8861672477089755e+00	-2.4088288271427167e+00	+1.2954676841132517e+01
0	+1.8676979559071927e+00	+1.8676979559071927e+00	+0.0000000000000000e+00
6	-2.4946421810470376e-01	-8.7708314463573078e-02	+3.2351180728226137e-01
0	+1.0127598882078681e+00	+1.0127598882078681e+00	+0.0000000000000000e+00
12	-1.0158124953315890e+00	-5.1314320789150747e-01	+1.0053385748801631e+00
0	+1.9649408863011131e+00	+1.9649408863011131e+00	+0.0000000000000000e+00
36	-4.3554800762470105e+00	-1.6222918997762905e+00	+5.4663763529414400e+00
16	-1.6321211275840182e+00	-7.8367807719687255e-01	+1.6968861007742913e+00
0	+1.8221533096494849e+00	+1.8221533096494849e+00	+0.0000000000000000e+00
0	+1.8054195142570855e+00	+1.8054195142570855e+00	+0.0000000000000000e+00
0	+1.2912473073125208e+00	+1.2912473073125208e+00	+0.0000000000000000e+00
0	+1.2814673123926577e+00	+1.2814673123926577e+00	+0.0000000000000000e+00
1	+5.4375262485578890e-01	+5.5003063801733143e-01	+1.2556026323085057e-02
0	+8.9754196364661243e-01	+8.9754196364661243e-01	+0.0000000000000000e+00
19	-1.9703762346272709e+00	-9.0403690162839001e-01	+2.1326786659977617e+00
1	+5.0051480395807468e-01	+5.0704546383134108e-01	+1.3061319746532796e-02
0	+1.2469718853865195e+00	+1.2469718853865195e+00	+0.0000000000000000e+00
0	+1.8427949993162536e+00	+1.8427949993162536e+00	+0.0000000000000000e+00
0	+9.9579520235142804e-01	+9.9579520235142804e-01	+0.0000000000000000e+00
32	-3.8596920961072336e+00	-1.5008153348244500e+00	+4.7177535225655678e+00
0	+2.1767762303321341e+00	+2.1767762303321341e+00	+0.0000000000000000e+00
0	+1.4839960402057324e+00	+1.4839960402057324e+00	+0.0000000000000000e+00
8	-3.8031859967742321e-01	-1.3487856053779779e-01	+4.9088007827925084e-01
0	+1.7582259077081948e+00	+1.7582259077081948e+00	+0.0000000000000000e+00
0	+1.8414516167242514e+00	+1.8414516167242514e+00	+0.0000000000000000e+00
8	-5.6071141407910119e-01	-2.6730253899576106e-01	+5.8681775016668025e-01
8	-5.6071141407910119e-01	-2.6730253899576106e-01	+5.8681775016668025e-01
0	+1.6538807568892864e+00	+1.6538807568892864e+00	+0.0000000000000000e+00
0	+1.1342280642442133e+00	+1.1342280642442133e+00	+0.0000000000000000e+00
3	+2.1624344134184259e-01	+2.5651251666354380e-01	+8.0538150643402417e-02
0	+8.2503344282347002e-01	+8.2503344282347002e-01	+0.0000000000000000e+00
0	+2.0563389957494533e+00	+2.0563389957494533e+00	+0.0000000000000000e+00
35	-4.1506568721039603e+00	-1.5132145931016061e+00	+5.2748845580047083e+00
0	+1.4603193787829620e+00	+1.4603193787829620e+00	+0.0000000000000000e+00
0	+1.1238382062653476e+00	+1.1238382062653476e+00	+0.0000000000000000e+00
0	+1.1896522422236593e+00	+1.1896522422236593e+00	+0.0000000000000000e+00
35	-4.1996220359835235e+00	-1.5741396969991928e+00	+5.2509646779686614e+00
16	-1.5491068841254791e+00	-6.9101792123979644e-01	+1.7161779257713654e+00
0	+1.3040628623714297e+00	+1.3040628623714297e+00	+0.0000000000000000e+00
0	+1.7049827724016777e+00	+1.7049827724016777e+00	+0.0000000000000000e+00
0	+1.2457595029048361e+00	+1.2457595029048361e+00	+0.0000000000000000e+00
0	+1.5977437852017906e+00	+1.5977437852017906e+00	+0.0000000000000000e+00
0	+1.6090782646400539e+00	+1.6090782646400539e+00	+0.0000000000000000e+00
0	+1.7802808039453581e+00	+1.7802808039453581e+00	+0.0000000000000000e+00
0	+1.8197913775958741e+00	+1.8197913775958741e+00	+0.0000000000000000e+00
1	+4.6928740730232787e-01	+4.7544716021076683e-01	+1.2319505816877907e-02
19	-2.0005399919554336e+00	-9.3510990565548835e-01	+2.1308601725998906e+00
0	+1.9716670623796977e+00	+1.9716670623796977e+00	+0.0000000000000000e+00
0	+1.4712077934934580e+00	+1.4712077934934580e+00	+0.0000000000000000e+00
23	-2.5705635093158317e+00	-1.0938301960614749e+00	+2.9534666265087135e+00
31	-3.6547092049442207e+00	-1.3946679900290904e+00	+4.5200824298302607e+00
32	-3.7350481996946736e+00	-1.4152817159983486e+00	+4.6395329673926504e+00
22	-2.2740794335913441e+00	-9.5978482277083987e-01	+2.6285892216410085e+00
31	-3.5858476065130396e+00	-1.3551206424294153e+00	+4.4614539281672485e+00
0	+1.5653652974528511e+00	+1.5653652974528511e+00	+0.0000000000000000e+00
0	+9.3926609095344782e-01	+9.3926609095344782e-01	+0.0000000000000000e+00
1	+5.1797228508114967e-01	+5.1965739059111238e-01	+3.3702110199254065e-03
0	+1.6950682871721652e+00	+1.6950682871721652e+00	+0.0000000000000000e+00
4	+2.3981626597069639e-01	+3.1782731879826009e-01	+1.5602210565512742e-01
0	+1.7246963194212959e+00	+1.7246963194212959e+00	+0.0000000000000000e+00
0	+1.1909139032339944e+00	+1.1909139032339944e+00	+0.0000000000000000e+00
1	+5.6051507369968023e-01	+5.6610288869065961e-01	+1.1175629981958757e-02
0	+1.4532519327188500e+00	+1.4532519327188500e+00	+0.0000000000000000e+00
7	-1.8311830609187973e-01	+4.0912377362861463e-02	+4.4806136690948239e-01
0	+1.8867229775930667e+00	+1.8867229775930667e+00	+0.0000000000000000e+00
12	-9.6444498434017989e-01	-4.4238643258325805e-01	+1.0441171035138437e+00
16	-1.3617693862841009e+00	-5.6548490457025968e-01	+1.5925689634276825e+00
0	+1.0684736947400804e+00	+1.0684736947400804e+00	+0.0000000000000000e+00
32	-3.6753719153056559e+00	-1.3071219240456562e+00	+4.7364999825199998e+00
6	-2.0130192668844371e-01	-5.5205889595390634e-02	+2.9219207418610615e-01
0	+9.3332786118009436e-01	+9.3332786118009436e-01	+0.0000000000000000e+00
35	-4.1827980386211188e+00	-1.5499570517435237e+00	+5.2656819737551901e+00
9	-3.9431714384057859e-01	-7.8393377436619227e-02	+6.3184753280791872e-01
32	-3.8352081798224691e+00	-1.4880480495767701e+00	+4.6943202604913985e+00
25	-2.6291424694331398e+00	-9.8419731351536188e-01	+3.2898903118355558e+00
19	-1.8142349748131017e+00	-7.7139539002223168e-01	+2.0856791695817400e+00
18	-1.9178507834869065e+00	-9.0516108868761891e-01	+2.0253793895985752e+00
0	+9.5890722228874559e-01	+9.5890722228874559e-01	+0.0000000000000000e+00
0	+1.7769267484207383e+00	+1.7769267484207383e+00	+0.0000000000000000e+00
0	+1.6841247319084118e+00	+1.6841247319084118e+00	+0.0000000000000000e+00
0	+1.8022551209150175e+00	+1.8022551209150175e+00	+0.0000000000000000e+00
3	+1.5882656129768735e-01	+2.0800811455540869e-01	+9.8363106515442666e-02
0	+8.1120525476988492e-01	+8.1120525476988492e-01	+0.0000000000000000e+00
0	+1.0761062374022012e+00	+1.0761062374022012e+00	+0.0000000000000000e+00
34	-3.8443207107263011e+00	-1.3698369023065853e+00	+4.9489676168394316e+00
0	+1.9200615341941272e+00	+1.9200615341941272e+00	+0.0000000000000000e+00
0	+1.7465324590139621e+00	+1.7465324590139621e+00	+0.0000000000000000e+00
0	+1.3843785430324529e+00	+1.3843785430324529e+00	+0.0000000000000000e+00
0	+7.9090445433469991e-01	+7.9090445433469991e-01	+0.0000000000000000e+00
0	+1.7108838134477125e+00	+1.7108838134477125e+00	+0.0000000000000000e+00
4	+6.2219131659642990e-02	+1.3591406894266589e-01	+1.4738987456604580e-01
0	+8.4526885753289216e-01	+8.4526885753289216e-01	+0.0000000000000000e+00
0	+1.9675429309184376e+00	+1.9675429309184376e+00	+0.0000000000000000e+00
17	-1.7130576503466348e+00	-8.0891403247732852e-01	+1.8082872357386126e+00
0	+1.8406065484664220e+00	+1.8406065484664220e+00	+0.0000000000000000e+00
0	+8.6581285536274999e-01	+8.6581285536274999e-01	+0.0000000000000000e+00
0	+1.0838797331478620e+00	+1.0838797331478620e+00	+0.0000000000000000e+00
0	+1.9352406355862175e+00	+1.9352406355862175e+00	+0.0000000000000000e+00
0	+2.0763122733853834e+00	+2.0763122733853834e+00	+0.0000000000000000e+00
0	+9.5119495144173927e-01	+9.5119495144173927e-01	+0.0000000000000000e+00
79	-1.0191194446207822e+01	-2.5305303294400856e+00	+1.5321328233535473e+01
29	-3.3873769131853391e+00	-1.3752690887658354e+00	+4.0242156488390073e+00
20	-2.1590923099815735e+00	-9.5115337326290028e-01	+2.4158778734373465e+00
7	-3.5818015665201575e-01	-1.5788260427760470e-01	+4.0059510474882210e-01
0	+1.7776808250759135e+00	+1.7776808250759135e+00	+0.0000000000000000e+00
44	-5.4219036544919952e+00	-1.8510756433553737e+00	+7.1416560222732430e+00
44	-5.4543032036528558e+00	-1.8575555531875465e+00	+7.1934953009306186e+00
79	-1.0168088699586853e+01	-2.5906018152120156e+00	+1.5154973768749676e+01
6	-8.8725141258221729e-02	+5.3431090276729876e-02	+2.8431246306990321e-01
24	-2.6995162599310931e+00	-1.1732187767053772e+00	+3.0525949664514318e+00
0	+1.6128967967985335e+00	+1.6128967967985335e+00	+0.0000000000000000e+00
7	-4.4031159907752171e-01	-2.0809446579444568e-01	+4.6443426656615205e-01
10	-7.2487210217291542e-01	-3.6314723806977511e-01	+7.2344972820628062e-01
9	-7.2434149751857513e-01	-3.6861763449269280e-01	+7.1144772605176465e-01
10	-7.4400405018438454e-01	-3.7883080821779291e-01	+7.3034648393318324e-01
6	-1.0991108447981413e-01	+5.0177005298565280e-02	+3.2017617955675881e-01
32	-3.8223836324360723e+00	-1.4922978807016423e+00	+4.6601715034688596e+00
27	-2.9501103269785847e+00	-1.1685056028961835e+00	+3.5632094481648022e+00
22	-2.4184903305823711e+00	-1.0830895419871047e+00	+2.6708015771905327e+00
2	+4.0063209419967816e-01	+4.2097797106332058e-01	+4.0691753727284841e-02
0	+7.2657582051255698e-01	+7.2657582051255698e-01	+0.0000000000000000e+00
0	+1.9724711558438999e+00	+1.9724711558438999e+00	+0.0000000000000000e+00
0	+1.3284742818443793e+00	+1.3284742818443793e+00	+0.0000000000000000e+00
0	+1.5404605054291438e+00	+1.5404605054291438e+00	+0.0000000000000000e+00
0	+1.6286906273794051e+00	+1.6286906273794051e+00	+0.0000000000000000e+00
0	+1.5837466719140743e+00	+1.5837466719140743e+00	+0.0000000000000000e+00
0	+1.4446863319510022e+00	+1.4446863319510022e+00	+0.0000000000000000e+00
0	+6.4943288466636417e-01	+6.4943288466636417e-01	+0.0000000000000000e+00
0	+1.5380706132542139e+00	+1.5380706132542139e+00	+0.0000000000000000e+00
46	-5.6214314522580970e+00	-1.7912279087060661e+00	+7.6604070871040619e+00
33	-3.9415133315437676e+00	-1.5173207847616195e+00	+4.8483850935642963e+00
4	+1.0467513261755323e-01	+2.0213471184900467e-01	+1.9491915846290286e-01
0	+1.8365485244042861e+00	+1.8365485244042861e+00	+0.0000000000000000e+00
8	-4.4018100977107366e-01	-1.8790366800447589e-01	+5.0455468353319555e-01
1	+4.5755235745518608e-01	+4.6292517416308643e-01	+1.0745633415800704e-02
0	+1.7572110808062487e+00	+1.7572110808062487e+00	+0.0000000000000000e+00
10	-7.9021596041466546e-01	-4.0006690911237586e-01	+7.8029810260457921e-01
0	+1.1997971915414150e+00	+1.1997971915414150e+00	+0.0000000000000000e+00
0	+1.9093295496239084e+00	+1.9093295496239084e+00	+0.0000000000000000e+00
0	+1.3336949917524392e+00	+1.3336949917524392e+00	+0.0000000000000000e+00
26	-2.8732655525450981e+00	-1.1260014697593865e+00	+3.4945281655714231e+00
72	-9.2636960430645257e+00	-2.4741579649132674e+00	+1.3579076156302516e+01
0	+1.8090528260535534e+00	+1.8090528260535534e+00	+0.0000000000000000e+00
0	+1.6862097420053470e+00	+1.6862097420053470e+00	+0.0000000000000000e+00
0	+1.7640176525010491e+00	+1.7640176525010491e+00	+0.0000000000000000e+00
75	-9.6724289255344047e+00	-2.5061450039498108e+00	+1.4332567843169187e+01
83	-1.0737761102179846e+01	-2.6420670651239955e+00	+1.6191388074111700e+01
16	-1.5784166737502843e+00	-7.6179848489424185e-01	+1.6332363777120849e+00
94	-1.2266838022863876e+01	-2.8256065531690822e+00	+1.8882462939389587e+01
42	-5.2083361008403521e+00	-1.8084946633529890e+00	+6.7996828749747262e+00
13	-1.1785168355166307e+00	-5.6193825331823621e-01	+1.2331571643967889e+00
31	-3.6564182238046183e+00	-1.4296973586624575e+00	+4.4534417302843217e+00
16	-1.5561227264921125e+00	-7.2880210517731880e-01	+1.6546412426295873e+00
0	+2.0565445896888273e+00	+2.0565445896888273e+00	+0.0000000000000000e+00
0	+1.2579596256216994e+00	+1.2579596256216994e+00	+0.0000000000000000e+00
0	+1.7396505013477253e+00	+1.7396505013477253e+00	+0.0000000000000000e+00
0	+1.7396505013477255e+00	+1.7396505013477255e+00	+0.0000000000000000e+00
0	+1.7396505013477253e+00	+1.7396505013477253e+00	+0.0000000000000000e+00
0	+1.4802121350809134e+00	+1.4802121350809134e+00	+0.0000000000000000e+00
0	+1.2783666211220122e+00	+1.2783666211220122e+00	+0.0000000000000000e+00
29	-3.3699478752933332e+00	-1.3096482329313766e+00	+4.1205992847239132e+00
24	-2.7515489442955237e+00	-1.1716396056259213e+00	+3.1598186773392047e+00
36	-4.2881920208747477e+00	-1.5872687906761866e+00	+5.4018464603971221e+00
0	+1.9061304926404476e+00	+1.9061304926404476e+00	+0.0000000000000000e+00
78	-1.0103547733990098e+01	-2.5668042957474952e+00	+1.5073486876485205e+01
11	-8.9300286171688592e-01	-4.3151758768989246e-01	+9.2297054805398693e-01
15	-1.4268756829622364e+00	-6.9881140872776859e-01	+1.4561285484689357e+00
95	-1.2364274284668507e+01	-2.8304490910475146e+00	+1.9067650387241986e+01
5	-2.4475908310073180e-02	+9.2182570700079403e-02	+2.3331695802030517e-01
0	+1.0183108672524466e+00	+1.0183108672524466e+00	+0.0000000000000000e+00
17	-1.6256747378619321e+00	-7.3355118357486493e-01	+1.7842471085741343e+00
0	+1.8608077489288291e+00	+1.8608077489288291e+00	+0.0000000000000000e+00
17	-1.7689129478547829e+00	-8.4436108119458408e-01	+1.8491037333203977e+00
28	-3.2833091592293742e+00	-1.3479569876462749e+00	+3.8707043431661985e+00
13	-1.1589376422464368e+00	-5.6654256063985908e-01	+1.1847901632131554e+00
66	-8.3576460159418637e+00	-2.3347115863766197e+00	+1.2045868859130488e+01
48	-5.9747342305331994e+00	-1.9561372630001623e+00	+8.0371939350660746e+00
47	-5.8280199727768220e+00	-1.9285033480081839e+00	+7.7990332495372758e+00
0	+1.8055663572440921e+00	+1.8055663572440921e+00	+0.0000000000000000e+00
0	+1.2876438059934339e+00	+1.2876438059934339e+00	+0.0000000000000000e+00
0	+1.6736745511933395e+00	+1.6736745511933395e+00	+0.0000000000000000e+00
8	-5.3901101798485485e-01	-2.6494994748396361e-01	+5.4812214100178247e-01
68	-8.6926416937223703e+00	-2.3690887074013860e+00	+1.2647105972641969e+01
71	-9.0838148998606503e+00	-2.4493580289775663e+00	+1.3268913741766168e+01
0	+1.5942377732437898e+00	+1.5942377732437898e+00	+0.0000000000000000e+00
0	+1.0743281540645033e+00	+1.0743281540645033e+00	+0.0000000000000000e+00
0	+1.0125609169267527e+00	+1.0125609169267527e+00	+0.0000000000000000e+00
10	-7.9594878226084420e-01	-4.0741721617096527e-01	+7.7706313217975787e-01
18	-1.8927131649594187e+00	-8.7669029895451467e-01	+2.0320457320098080e+00
13	-1.2216823368728957e+00	-6.1624430224197857e-01	+1.2108760692618343e+00
0	+1.7864920818745620e+00	+1.7864920818745620e+00	+0.0000000000000000e+00
22	-2.4733521423048042e+00	-1.0918776426675132e+00	+2.7629489992745819e+00
0	+1.3939052520535755e+00	+1.3939052520535755e+00	+0.0000000000000000e+00
0	+7.4180024669416467e-01	+7.4180024669416467e-01	+0.0000000000000000e+00
0	+1.7893657685937359e+00	+1.7893657685937359e+00	+0.0000000000000000e+00
0	+1.7791362104706081e+00	+1.7791362104706081e+00	+0.0000000000000000e+00
