step	global-lle	local-lle	lle-ratio
0	+1.8846896823469907e+00	+1.8846896823469907e+00	+0.0000000000000000e+00
5	-4.6296136480706345e+00	-1.3064742388848094e-01	+8.9979324483643062e+00
0	-6.2980999713205099e-01	-6.2980999713205099e-01	+0.0000000000000000e+00
12	-4.5735731100979589e+00	-1.2133298089697928e+00	+6.7204866022563321e+00
0	+5.2034733733719607e-01	+5.2034733733719607e-01	+0.0000000000000000e+00
0	+1.8683666234670266e+00	+1.8683666234670266e+00	+0.0000000000000000e+00
0	-2.3938328378047511e+00	-2.3938328378047511e+00	+0.0000000000000000e+00
0	+1.9235981264733666e+00	+1.9235981264733666e+00	+0.0000000000000000e+00
0	-5.4881666907774784e-01	-5.4881666907774784e-01	+0.0000000000000000e+00
0	-2.3378686657821839e+00	-2.3378686657821839e+00	+0.0000000000000000e+00
0	+6.8777568350783413e-01	+6.8777568350783413e-01	+0.0000000000000000e+00
0	+1.2297077991039662e+00	+1.2297077991039662e+00	+0.0000000000000000e+00
0	+1.5151774712232009e+00	+1.5151774712232009e+00	+0.0000000000000000e+00
0	+1.1478469669843578e+00	+1.1478469669843578e+00	+0.0000000000000000e+00
0	+1.4507703487588404e+00	+1.4507703487588404e+00	+0.0000000000000000e+00
1	-9.2441431234124849e-02	+1.5612553476576529e-01	+4.9713393199978029e-01
0	-1.5203897544238969e+00	-1.5203897544238969e+00	+0.0000000000000000e+00
0	+1.9746016818227046e+00	+1.9746016818227046e+00	+0.0000000000000000e+00
1	-4.8919915181351081e-01	+3.8129971404670560e-02	+1.0546582464363627e+00
7	-8.8624142237896582e+00	-2.2019456318576522e+00	+1.3320937183864011e+01
1	+9.1151696699102791e-01	+1.0495232426135570e+00	+2.7601255124505819e-01
1	+3.1529697387315059e-01	+5.2686449182806649e-01	+4.2313503590983181e-01
0	+8.1474185783868425e-01	+8.1474185783868425e-01	+0.0000000000000000e+00
2	-2.8284334935765587e-01	+2.1425949180533221e-01	+9.9420568232597617e-01
0	-1.8548711520866790e+00	-1.8548711520866790e+00	+0.0000000000000000e+00
0	-3.7060554615685160e-01	-3.7060554615685160e-01	+0.0000000000000000e+00
0	+1.8863154346354813e+00	+1.8863154346354813e+00	+0.0000000000000000e+00
0	+2.1651840158610405e+00	+2.1651840158610405e+00	+0.0000000000000000e+00
0	+1.9848463928099009e+00	+1.9848463928099009e+00	+0.0000000000000000e+00
0	+8.0827839801620005e-01	+8.0827839801620005e-01	+0.0000000000000000e+00
0	-2.0322651437709722e+00	-2.0322651437709722e+00	+0.0000000000000000e+00
0	+6.1495316999140881e-01	+6.1495316999140881e-01	+0.0000000000000000e+00
0	+2.0088389342806190e+00	+2.0088389342806190e+00	+0.0000000000000000e+00
0	+1.9817375912254842e+00	+1.9817375912254842e+00	+0.0000000000000000e+00
0	+2.0076273481168103e+00	+2.0076273481168103e+00	+0.0000000000000000e+00
0	+1.5972640484566569e+00	+1.5972640484566569e+00	+0.0000000000000000e+00
0	+2.0425176410658534e+00	+2.0425176410658534e+00	+0.0000000000000000e+00
0	+1.4420630609368854e+00	+1.4420630609368854e+00	+0.0000000000000000e+00
0	+9.5718043635341710e-01	+9.5718043635341710e-01	+0.0000000000000000e+00
0	+1.8448092953990975e+00	+1.8448092953990975e+00	+0.0000000000000000e+00
0	+1.5499588240589832e+00	+1.5499588240589832e+00	+0.0000000000000000e+00
0	-8.8861672477089755e+00	-8.8861672477089755e+00	+0.0000000000000000e+00
0	+1.8676979559071927e+00	+1.8676979559071927e+00	+0.0000000000000000e+00
0	-2.4946421810470376e-01	-2.4946421810470376e-01	+0.0000000000000000e+00
0	+1.0127598882078681e+00	+1.0127598882078681e+00	+0.0000000000000000e+00
0	-1.0158124953315890e+00	-1.0158124953315890e+00	+0.0000000000000000e+00
0	+1.9649408863011131e+00	+1.9649408863011131e+00	+0.0000000000000000e+00
7	-4.3554800762470105e+00	-6.4703927512379256e-01	+7.4168816022464359e+00
3	-1.6321211275840182e+00	-2.4112436018527994e-01	+2.7819935347974765e+00
0	+1.8221533096494849e+00	+1.8221533096494849e+00	+0.0000000000000000e+00
0	+1.8054195142570855e+00	+1.8054195142570855e+00	+0.0000000000000000e+00
0	+1.2912473073125208e+00	+1.2912473073125208e+00	+0.0000000000000000e+00
0	+1.2814673123926577e+00	+1.2814673123926577e+00	+0.0000000000000000e+00
0	+5.4375262485578890e-01	+5.4375262485578890e-01	+0.0000000000000000e+00
0	+8.9754196364661243e-01	+8.9754196364661243e-01	+0.0000000000000000e+00
0	-1.9703762346272709e+00	-1.9703762346272709e+00	+0.0000000000000000e+00
0	+5.0051480395807468e-01	+5.0051480395807468e-01	+0.0000000000000000e+00
0	+1.2469718853865195e+00	+1.2469718853865195e+00	+0.0000000000000000e+00
0	+1.8427949993162536e+00	+1.8427949993162536e+00	+0.0000000000000000e+00
0	+9.9579520235142804e-01	+9.9579520235142804e-01	+0.0000000000000000e+00
3	-3.8596920961072336e+00	-2.3280628421175558e+00	+3.0632585079793557e+00
0	+2.1767762303321341e+00	+2.1767762303321341e+00	+0.0000000000000000e+00
0	+1.4839960402057324e+00	+1.4839960402057324e+00	+0.0000000000000000e+00
2	-3.8031859967742321e-01	-1.4878330386613348e-02	+7.3088053858161972e-01
0	+1.7582259077081948e+00	+1.7582259077081948e+00	+0.0000000000000000e+00
0	+1.8414516167242514e+00	+1.8414516167242514e+00	+0.0000000000000000e+00
0	-5.6071141407910119e-01	-5.6071141407910119e-01	+0.0000000000000000e+00
0	-5.6071141407910119e-01	-5.6071141407910119e-01	+0.0000000000000000e+00
0	+1.6538807568892864e+00	+1.6538807568892864e+00	+0.0000000000000000e+00
0	+1.1342280642442133e+00	+1.1342280642442133e+00	+0.0000000000000000e+00
0	+2.1624344134184259e-01	+2.1624344134184259e-01	+0.0000000000000000e+00
0	+8.2503344282347002e-01	+8.2503344282347002e-01	+0.0000000000000000e+00
0	+2.0563389957494533e+00	+2.0563389957494533e+00	+0.0000000000000000e+00
3	-4.1506568721039603e+00	-1.4937722466227616e+00	+5.3137692509623973e+00
0	+1.4603193787829620e+00	+1.4603193787829620e+00	+0.0000000000000000e+00
0	+1.1238382062653476e+00	+1.1238382062653476e+00	+0.0000000000000000e+00
0	+1.1896522422236593e+00	+1.1896522422236593e+00	+0.0000000000000000e+00
6	-4.1996220359835235e+00	-4.3650059901565763e-01	+7.5262428739357317e+00
3	-1.5491068841254791e+00	+3.5459081743287024e-01	+3.8073954031166988e+00
0	+1.3040628623714297e+00	+1.3040628623714297e+00	+0.0000000000000000e+00
0	+1.7049827724016777e+00	+1.7049827724016777e+00	+0.0000000000000000e+00
0	+1.2457595029048361e+00	+1.2457595029048361e+00	+0.0000000000000000e+00
0	+1.5977437852017906e+00	+1.5977437852017906e+00	+0.0000000000000000e+00
0	+1.6090782646400539e+00	+1.6090782646400539e+00	+0.0000000000000000e+00
0	+1.7802808039453581e+00	+1.7802808039453581e+00	+0.0000000000000000e+00
0	+1.8197913775958741e+00	+1.8197913775958741e+00	+0.0000000000000000e+00
0	+4.6928740730232787e-01	+4.6928740730232787e-01	+0.0000000000000000e+00
0	-2.0005399919554336e+00	-2.0005399919554336e+00	+0.0000000000000000e+00
0	+1.9716670623796977e+00	+1.9716670623796977e+00	+0.0000000000000000e+00
0	+1.4712077934934580e+00	+1.4712077934934580e+00	+0.0000000000000000e+00
0	-2.5705635093158317e+00	-2.5705635093158317e+00	+0.0000000000000000e+00
17	-3.6547092049442207e+00	-1.4252466057275632e+00	+4.4589251984333149e+00
17	-3.7350481996946736e+00	-1.4086197869081998e+00	+4.6528568255729477e+00
0	-2.2740794335913441e+00	-2.2740794335913441e+00	+0.0000000000000000e+00
0	-3.5858476065130396e+00	-3.5858476065130396e+00	+0.0000000000000000e+00
0	+1.5653652974528511e+00	+1.5653652974528511e+00	+0.0000000000000000e+00
0	+9.3926609095344782e-01	+9.3926609095344782e-01	+0.0000000000000000e+00
0	+5.1797228508114967e-01	+5.1797228508114967e-01	+0.0000000000000000e+00
0	+1.6950682871721652e+00	+1.6950682871721652e+00	+0.0000000000000000e+00
0	+2.3981626597069639e-01	+2.3981626597069639e-01	+0.0000000000000000e+00
0	+1.7246963194212959e+00	+1.7246963194212959e+00	+0.0000000000000000e+00
0	+1.1909139032339944e+00	+1.1909139032339944e+00	+0.0000000000000000e+00
0	+5.6051507369968023e-01	+5.6051507369968023e-01	+0.0000000000000000e+00
0	+1.4532519327188500e+00	+1.4532519327188500e+00	+0.0000000000000000e+00
1	-1.8311830609187973e-01	-5.6476296463722431e-02	+2.5328401925631461e-01
0	+1.8867229775930667e+00	+1.8867229775930667e+00	+0.0000000000000000e+00
3	-9.6444498434017989e-01	-5.7539121880994637e-01	+7.7810753106046704e-01
2	-1.3617693862841009e+00	-6.4932068806061860e-01	+1.4248973964469647e+00
0	+1.0684736947400804e+00	+1.0684736947400804e+00	+0.0000000000000000e+00
4	-3.6753719153056559e+00	+1.0076591201954699e-01	+7.5522756546504057e+00
0	-2.0130192668844371e-01	-2.0130192668844371e-01	+0.0000000000000000e+00
0	+9.3332786118009436e-01	+9.3332786118009436e-01	+0.0000000000000000e+00
9	-4.1827980386211188e+00	-9.5063961681010711e-01	+6.4643168436220231e+00
0	-3.9431714384057859e-01	-3.9431714384057859e-01	+0.0000000000000000e+00
4	-3.8352081798224691e+00	-1.0470396722699857e+00	+5.5763370151049667e+00
4	-2.6291424694331398e+00	-1.5535658091674027e+00	+2.1511533205314741e+00
2	-1.8142349748131017e+00	-1.5233233122165646e+00	+5.8182332519307423e-01
4	-1.9178507834869065e+00	-2.2570292406738091e-01	+3.3842957188390512e+00
0	+9.5890722228874559e-01	+9.5890722228874559e-01	+0.0000000000000000e+00
0	+1.7769267484207383e+00	+1.7769267484207383e+00	+0.0000000000000000e+00
0	+1.6841247319084118e+00	+1.6841247319084118e+00	+0.0000000000000000e+00
0	+1.8022551209150175e+00	+1.8022551209150175e+00	+0.0000000000000000e+00
0	+1.5882656129768735e-01	+1.5882656129768735e-01	+0.0000000000000000e+00
0	+8.1120525476988492e-01	+8.1120525476988492e-01	+0.0000000000000000e+00
0	+1.0761062374022012e+00	+1.0761062374022012e+00	+0.0000000000000000e+00
1	-3.8443207107263011e+00	-3.3075884746758395e+00	+1.0734644721009232e+00
0	+1.9200615341941272e+00	+1.9200615341941272e+00	+0.0000000000000000e+00
0	+1.7465324590139621e+00	+1.7465324590139621e+00	+0.0000000000000000e+00
0	+1.3843785430324529e+00	+1.3843785430324529e+00	+0.0000000000000000e+00
1	+7.9090445433469991e-01	+9.4545574996159232e-01	+3.0910259125378481e-01
0	+1.7108838134477125e+00	+1.7108838134477125e+00	+0.0000000000000000e+00
0	+6.2219131659642990e-02	+6.2219131659642990e-02	+0.0000000000000000e+00
0	+8.4526885753289216e-01	+8.4526885753289216e-01	+0.0000000000000000e+00
0	+1.9675429309184376e+00	+1.9675429309184376e+00	+0.0000000000000000e+00
3	-1.7130576503466348e+00	+1.1723923260809554e-01	+3.6605937659094607e+00
0	+1.8406065484664220e+00	+1.8406065484664220e+00	+0.0000000000000000e+00
0	+8.6581285536274999e-01	+8.6581285536274999e-01	+0.0000000000000000e+00
0	+1.0838797331478620e+00	+1.0838797331478620e+00	+0.0000000000000000e+00
0	+1.9352406355862175e+00	+1.9352406355862175e+00	+0.0000000000000000e+00
0	+2.0763122733853834e+00	+2.0763122733853834e+00	+0.0000000000000000e+00
0	+9.5119495144173927e-01	+9.5119495144173927e-01	+0.0000000000000000e+00
9	-1.0191194446207822e+01	-6.6984644136610172e-01	+1.9042696009683439e+01
3	-3.3873769131853391e+00	-8.6243297442868849e-01	+5.0498878775133011e+00
5	-2.1590923099815735e+00	-8.1217142877389747e-01	+2.6938417624153521e+00
0	-3.5818015665201575e-01	-3.5818015665201575e-01	+0.0000000000000000e+00
0	+1.7776808250759135e+00	+1.7776808250759135e+00	+0.0000000000000000e+00
0	-5.4219036544919952e+00	-5.4219036544919952e+00	+0.0000000000000000e+00
0	-5.4543032036528558e+00	-5.4543032036528558e+00	+0.0000000000000000e+00
8	-1.0168088699586853e+01	-1.7937913389703828e+00	+1.6748594721232941e+01
2	-8.8725141258221729e-02	+6.1736022714554073e-01	+1.4121707368075249e+00
4	-2.6995162599310931e+00	+4.7837481434679141e-02	+5.4947074827315445e+00
0	+1.6128967967985335e+00	+1.6128967967985335e+00	+0.0000000000000000e+00
0	-4.4031159907752171e-01	-4.4031159907752171e-01	+0.0000000000000000e+00
1	-7.2487210217291542e-01	-2.8495381892354343e-01	+8.7983656649874398e-01
1	-7.2434149751857513e-01	-2.3246158438738806e-01	+9.8375982626237413e-01
1	-7.4400405018438454e-01	-2.5410119332161019e-01	+9.7980571372554870e-01
0	-1.0991108447981413e-01	-1.0991108447981413e-01	+0.0000000000000000e+00
4	-3.8223836324360723e+00	-7.4833559711497077e-01	+6.1480960706422030e+00
2	-2.9501103269785847e+00	-2.2898992486062535e+00	+1.3204221567446623e+00
0	-2.4184903305823711e+00	-2.4184903305823711e+00	+0.0000000000000000e+00
1	+4.0063209419967816e-01	+4.9253271317156155e-01	+1.8380123794376679e-01
1	+7.2657582051255698e-01	+9.8840067694785461e-01	+5.2364971287059525e-01
0	+1.9724711558438999e+00	+1.9724711558438999e+00	+0.0000000000000000e+00
0	+1.3284742818443793e+00	+1.3284742818443793e+00	+0.0000000000000000e+00
0	+1.5404605054291438e+00	+1.5404605054291438e+00	+0.0000000000000000e+00
0	+1.6286906273794051e+00	+1.6286906273794051e+00	+0.0000000000000000e+00
0	+1.5837466719140743e+00	+1.5837466719140743e+00	+0.0000000000000000e+00
0	+1.4446863319510022e+00	+1.4446863319510022e+00	+0.0000000000000000e+00
1	+6.4943288466636417e-01	+9.4958479457139466e-01	+6.0030381981006098e-01
0	+1.5380706132542139e+00	+1.5380706132542139e+00	+0.0000000000000000e+00
8	-5.6214314522580970e+00	-1.5939584659819495e+00	+8.0549459725522947e+00
4	-3.9415133315437676e+00	-7.4269595952827050e-01	+6.3976347440309942e+00
1	+1.0467513261755323e-01	+5.7622288910769370e-01	+9.4309551298028094e-01
0	+1.8365485244042861e+00	+1.8365485244042861e+00	+0.0000000000000000e+00
2	-4.4018100977107366e-01	+4.9310852561923046e-01	+1.8665790707806083e+00
1	+4.5755235745518608e-01	+5.9522523972729058e-01	+2.7534576454420900e-01
0	+1.7572110808062487e+00	+1.7572110808062487e+00	+0.0000000000000000e+00
2	-7.9021596041466546e-01	+4.5158619324986105e-01	+2.4836043073290530e+00
0	+1.1997971915414150e+00	+1.1997971915414150e+00	+0.0000000000000000e+00
0	+1.9093295496239084e+00	+1.9093295496239084e+00	+0.0000000000000000e+00
0	+1.3336949917524392e+00	+1.3336949917524392e+00	+0.0000000000000000e+00
8	-2.8732655525450981e+00	-2.3653779450117751e+00	+1.0157752150666459e+00
8	-9.2636960430645257e+00	-1.6135914567984748e+00	+1.5300209172532101e+01
0	+1.8090528260535534e+00	+1.8090528260535534e+00	+0.0000000000000000e+00
0	+1.6862097420053470e+00	+1.6862097420053470e+00	+0.0000000000000000e+00
0	+1.7640176525010491e+00	+1.7640176525010491e+00	+0.0000000000000000e+00
6	-9.6724289255344047e+00	-3.4909435809212068e+00	+1.2362970689226396e+01
12	-1.0737761102179846e+01	-1.1890839611635071e+00	+1.9097354282032676e+01
0	-1.5784166737502843e+00	-1.5784166737502843e+00	+0.0000000000000000e+00
9	-1.2266838022863876e+01	-2.6913476120135371e+00	+1.9150980821700678e+01
6	-5.2083361008403521e+00	-8.1284195841755458e-01	+8.7909882848455947e+00
2	-1.1785168355166307e+00	+2.6588476016737017e-01	+2.8888031913680017e+00
5	-3.6564182238046183e+00	-2.5538569257423083e-01	+6.8020650624607750e+00
3	-1.5561227264921125e+00	+1.7446438036987333e-01	+3.4611742137239716e+00
0	+2.0565445896888273e+00	+2.0565445896888273e+00	+0.0000000000000000e+00
0	+1.2579596256216994e+00	+1.2579596256216994e+00	+0.0000000000000000e+00
0	+1.7396505013477253e+00	+1.7396505013477253e+00	+0.0000000000000000e+00
0	+1.7396505013477255e+00	+1.7396505013477255e+00	+0.0000000000000000e+00
0	+1.7396505013477253e+00	+1.7396505013477253e+00	+0.0000000000000000e+00
0	+1.4802121350809134e+00	+1.4802121350809134e+00	+0.0000000000000000e+00
0	+1.2783666211220122e+00	+1.2783666211220122e+00	+0.0000000000000000e+00
3	-3.3699478752933332e+00	-2.2518035715662559e+00	+2.2362886074541546e+00
0	-2.7515489442955237e+00	-2.7515489442955237e+00	+0.0000000000000000e+00
6	-4.2881920208747477e+00	-1.9758281339930466e+00	+4.6247277737634018e+00
0	+1.9061304926404476e+00	+1.9061304926404476e+00	+0.0000000000000000e+00
10	-1.0103547733990098e+01	-9.0010703519846968e-01	+1.8406881397583255e+01
2	-8.9300286171688592e-01	+3.6576296709787215e-01	+2.5175316576295161e+00
0	-1.4268756829622364e+00	-1.4268756829622364e+00	+0.0000000000000000e+00
12	-1.2364274284668507e+01	-1.1264974978649700e+00	+2.2475553573607076e+01
1	-2.4475908310073180e-02	+6.2752053475115588e-01	+1.3039928861224581e+00
0	+1.0183108672524466e+00	+1.0183108672524466e+00	+0.0000000000000000e+00
2	-1.6256747378619321e+00	-1.5348435233261495e+00	+1.8166242907156516e-01
0	+1.8608077489288291e+00	+1.8608077489288291e+00	+0.0000000000000000e+00
2	-1.7689129478547829e+00	-5.3004494645623046e-01	+2.4777360027971049e+00
4	-3.2833091592293742e+00	-2.2496606698545341e-01	+6.1166861844878415e+00
2	-1.1589376422464368e+00	+2.9521148914708228e-01	+2.9082982627870382e+00
8	-8.3576460159418637e+00	-1.1698756786202396e+00	+1.4375540674643249e+01
6	-5.9747342305331994e+00	-4.1276777141923282e-01	+1.1123932918227933e+01
6	-5.8280199727768220e+00	-4.0209896863081407e-01	+1.0851842008292016e+01
0	+1.8055663572440921e+00	+1.8055663572440921e+00	+0.0000000000000000e+00
0	+1.2876438059934339e+00	+1.2876438059934339e+00	+0.0000000000000000e+00
0	+1.6736745511933395e+00	+1.6736745511933395e+00	+0.0000000000000000e+00
0	-5.3901101798485485e-01	-5.3901101798485485e-01	+0.0000000000000000e+00
7	-8.6926416937223703e+00	-1.4633604263044360e+00	+1.4458562534835869e+01
8	-9.0838148998606503e+00	-2.1012826516754455e+00	+1.3965064496370410e+01
0	+1.5942377732437898e+00	+1.5942377732437898e+00	+0.0000000000000000e+00
1	+1.0743281540645033e+00	+1.1330468019791908e+00	+1.1743729582937501e-01
0	+1.0125609169267527e+00	+1.0125609169267527e+00	+0.0000000000000000e+00
1	-7.9594878226084420e-01	-5.5130402625509367e-01	+4.8928951201150106e-01
3	-1.8927131649594187e+00	+8.5791759476775198e-02	+3.9570098488723877e+00
0	-1.2216823368728957e+00	-1.2216823368728957e+00	+0.0000000000000000e+00
0	+1.7864920818745620e+00	+1.7864920818745620e+00	+0.0000000000000000e+00
3	-2.4733521423048042e+00	-4.4981067674446207e-01	+4.0470829311206842e+00
0	+1.3939052520535755e+00	+1.3939052520535755e+00	+0.0000000000000000e+00
0	+7.4180024669416467e-01	+7.4180024669416467e-01	+0.0000000000000000e+00
0	+1.7893657685937359e+00	+1.7893657685937359e+00	+0.0000000000000000e+00
0	+1.7791362104706081e+00	+1.7791362104706081e+00	+0.0000000000000000e+00
